GEO_ID,pop2021
45001,24299.0
16053,24662.0
21137,24243.0
16013,24766.0
28039,24762.0
18143,24355.0
18135,24387.0
28091,24378.0
29215,24987.0
48149,24687.0
55137,24828.0
41031,25068.0
54067,24300.0
48463,24729.0
24039,24584.0
13033,24310.0
29175,24760.0
18181,24651.0
5023,25015.0
16031,25164.0
36123,24613.0
48331,25106.0
8119,24926.0
40065,24777.0
21205,24861.0
29131,24909.0
13291,25521.0
51075,25488.0
8107,25091.0
13055,24932.0
41013,25739.0
29007,24982.0
28117,24996.0
47081,25307.0
1019,24996.0
19017,25081.0
21081,25244.0
26101,25350.0
47097,25108.0
26137,25289.0
18129,25116.0
27083,25231.0
1005,24964.0
26069,25369.0
47111,25699.0
29001,25185.0
27153,25237.0
12049,25425.0
54053,25157.0
12133,25436.0
26051,25485.0
51775,25373.0
20149,25790.0
13111,25817.0
47069,25426.0
20009,25216.0
35029,25532.0
22067,25025.0
19011,25691.0
32001,25723.0
13035,25781.0
16075,26350.0
26031,25752.0
40049,25804.0
45037,26153.0
19149,25650.0
5071,25845.0
37123,25798.0
51167,25550.0
51790,25661.0
46081,26165.0
28133,25402.0
47109,25860.0
8083,26175.0
13147,26409.0
27015,25819.0
26043,25787.0
28127,25750.0
50015,26126.0
42131,26034.0
26029,26086.0
21217,26235.0
20059,25986.0
41061,26212.0
8039,27128.0
13131,25918.0
21085,26524.0
27095,26867.0
18021,26410.0
18031,26320.0
45069,26382.0
36049,26573.0
37009,26711.0
21043,26412.0
31025,27017.0
41065,26726.0
28163,26373.0
1061,26701.0
26127,26815.0
39019,26691.0
21095,26164.0
19015,26723.0
48171,27297.0
55057,26802.0
47071,26892.0
13257,26865.0
51099,27489.0
22031,26919.0
40015,26368.0
54057,26857.0
21239,27075.0
17075,26827.0
13085,28497.0
39131,27089.0
13279,26911.0
35006,27184.0
17109,26828.0
35047,27150.0
45087,27016.0
22121,27792.0
51065,27723.0
50019,27546.0
47185,27650.0
39001,27542.0
41057,27748.0
48407,27878.0
21141,27771.0
18079,27409.0
39069,27538.0
6015,28100.0
13293,27720.0
54035,27738.0
28145,27953.0
47077,27953.0
54083,27806.0
17107,27992.0
51053,27912.0
28123,27598.0
51630,28367.0
39073,28097.0
51840,28136.0
13225,28417.0
13207,28712.0
13311,28442.0
21173,28219.0
28137,28234.0
17135,28084.0
29069,27717.0
18179,28197.0
28083,27557.0
5015,28435.0
35017,27889.0
18175,28102.0
51197,28178.0
45033,28087.0
28029,27995.0
46029,28427.0
12003,28715.0
13169,28400.0
12007,28540.0
55069,28541.0
21193,27929.0
37053,29653.0
48067,28560.0
47017,28432.0
40039,28163.0
48363,28686.0
29127,28518.0
49039,29106.0
27079,28841.0
29207,28479.0
16039,28827.0
24023,28702.0
37039,29167.0
47115,28877.0
27115,29302.0
26007,28893.0
39161,28732.0
6021,28805.0
20051,28790.0
39047,28906.0
18137,29081.0
28099,28993.0
54029,28656.0
45067,28784.0
26105,29383.0
8087,29008.0
45053,30324.0
51035,29048.0
39053,29158.0
50017,29541.0
1093,29246.0
13087,29038.0
28001,28742.0
48185,30287.0
23007,29687.0
13261,29283.0
37017,29525.0
56029,30108.0
36095,29863.0
51173,29477.0
46093,30173.0
21163,30131.0
13143,30572.0
17157,30142.0
22047,29824.0
55029,30369.0
48015,30380.0
27021,30639.0
21121,29909.0
13305,30380.0
20113,30146.0
50005,30403.0
40115,30340.0
13195,30885.0
51117,30248.0
47055,30542.0
51145,31136.0
54051,30115.0
55123,30915.0
21021,30747.0
47131,30466.0
39065,30621.0
55121,30724.0
40089,30884.0
18055,30786.0
26035,31065.0
28011,30308.0
21177,30694.0
27047,30749.0
18169,30816.0
45089,30484.0
51033,31332.0
42047,30783.0
48273,30635.0
8117,30941.0
48025,30924.0
56033,31646.0
27119,30757.0
16051,32202.0
23029,31121.0
45027,31024.0
31001,31027.0
33007,31289.0
29209,31548.0
28115,31445.0
8029,31661.0
30047,32033.0
51009,31273.0
48449,31183.0
26063,31252.0
20125,31156.0
13123,32026.0
29167,32043.0
41045,31693.0
21157,31748.0
47025,32267.0
1059,32013.0
20111,31998.0
47079,32239.0
22053,32345.0
45023,32209.0
22039,32215.0
48189,32220.0
54045,31909.0
24019,32489.0
39079,32511.0
